time,theta,v_filter,myPithR
0.18000000715255737,-0.20556224882602692,-0.27004560828208923,0.21200694143772125
0.1900000125169754,-0.24001681804656982,-0.319291353225708,0.2755122184753418
0.20000001788139343,-0.27552729845046997,-0.4473605453968048,0.33923953771591187
0.21000002324581146,-0.29627367854118347,-0.40136387944221497,0.38809558749198914
0.009999999776482582,1.1920928955078125e-07,0.0,0.0
0.019999999552965164,-0.0027378269005566835,-0.00010871725680772215,0.0006212659063749015
0.029999999329447746,-0.002652666298672557,-0.003012150526046753,0.0014039489906281233
0.03999999910593033,-0.01466760877519846,0.004556849133223295,0.012668468989431858
0.04999999701976776,-0.019847853109240532,-0.006125758867710829,0.01683674566447735
0.059999994933605194,-0.01425511110574007,0.024683590978384018,0.009901111014187336
0.06999999284744263,-0.019752005115151405,0.04226456582546234,0.010169366374611855
0.07999999076128006,-0.04739726334810257,0.07590820640325546,0.02398098073899746
0.08999998867511749,-0.0943019837141037,0.10716607421636581,0.05128399655222893
0.09999998658895493,-0.13377545773983002,0.09730730950832367,0.06542752683162689
0.10999998450279236,-0.17829394340515137,0.13002058863639832,0.07920444011688232
0.11999998241662979,-0.22968679666519165,0.17028357088565826,0.0933888629078865
0.12999998033046722,-0.2659482955932617,0.2118830680847168,0.09612070769071579
0.13999998569488525,-0.2963499426841736,0.18398116528987885,0.09876222163438797
0.14999999105930328,-0.3246511220932007,-0.006534988526254892,0.1134943887591362
0.1599999964237213,-0.3608509302139282,0.08689645677804947,0.13187716901302338
0.17000000178813934,-0.4013271629810333,0.12434247136116028,0.15128472447395325
0.18000000715255737,-0.4254697561264038,0.19233199954032898,0.15387749671936035
0.1900000125169754,-0.45184725522994995,0.1733599752187729,0.15572363138198853
0.20000001788139343,-0.4678526520729065,0.18260547518730164,0.15078039467334747
0.21000002324581146,-0.48288047313690186,0.18188771605491638,0.14289379119873047
0.2200000286102295,-0.5164626240730286,0.1424572616815567,0.14664606750011444
0.23000003397464752,-0.538699209690094,0.1510199010372162,0.14429539442062378
0.24000003933906555,-0.5483690500259399,0.13189153373241425,0.14151039719581604
0.2500000298023224,-0.567529022693634,0.14372685551643372,0.14112895727157593
0.2600000202655792,-0.5835356712341309,0.16642621159553528,0.13896574079990387
0.27000001072883606,-0.5781183838844299,0.1174597218632698,0.11443345248699188
0.2800000011920929,-0.5726498961448669,0.1017177551984787,0.09106498211622238
0.28999999165534973,-0.5574235320091248,0.120311439037323,0.0519278459250927
0.29999998211860657,-0.5743089318275452,0.11857427656650543,0.027260372415184975
0.3099999725818634,-0.5750042796134949,0.05217079818248749,-0.022197017446160316
0.31999996304512024,-0.5173459053039551,0.07704105973243713,-0.07734990864992142
0.3299999535083771,-0.4464553892612457,0.07867635041475296,-0.14546242356300354
0.3399999439716339,-0.3993986248970032,0.05345052480697632,-0.19407980144023895
0.34999993443489075,-0.32624322175979614,0.006535759195685387,-0.26645779609680176
0.3599999248981476,-0.2709256112575531,0.13230809569358826,-0.3246619999408722
0.3699999153614044,-0.26120543479919434,0.19984683394432068,-0.3358582854270935
0.37999990582466125,-0.22532865405082703,0.19945403933525085,-0.3637808859348297
0.009999999776482582,1.1920928955078125e-07,0.0,0.0
0.019999999552965164,-0.004870234057307243,0.003944248892366886,0.002364454558119178
0.029999999329447746,-0.011077987030148506,0.05898036062717438,0.01524125225841999
0.03999999910593033,-0.02700154483318329,0.08744020760059357,0.04588799178600311
0.04999999701976776,-0.028590410947799683,0.11282642930746078,0.06568953394889832
0.059999994933605194,-0.01830179989337921,0.14260421693325043,0.07739146053791046
0.06999999284744263,-0.0012940168380737305,0.15830403566360474,0.08718764781951904
0.07999999076128006,0.03192128986120224,0.1570761650800705,0.08824155479669571
0.08999998867511749,0.06075877696275711,0.17910319566726685,0.09849291294813156
0.09999998658895493,0.08177892863750458,0.22539617121219635,0.12502749264240265
0.10999998450279236,0.08368529379367828,0.26801180839538574,0.17791353166103363
0.11999998241662979,0.06832000613212585,0.29487144947052,0.2387879192829132
0.12999998033046722,0.04919347167015076,0.3284229636192322,0.3021107017993927
0.13999998569488525,0.019586950540542603,0.36186540126800537,0.37682828307151794
0.009999999776482582,1.1920928955078125e-07,0.0,0.0
0.019999999552965164,0.011457948014140129,0.014836211688816547,-0.002035884652286768
0.029999999329447746,0.02323022484779358,0.04143071174621582,0.0069989850744605064
0.03999999910593033,0.018934473395347595,0.07811827957630157,0.03182901442050934
0.04999999701976776,0.011730726808309555,0.09629946947097778,0.0567362941801548
0.059999994933605194,-0.018557749688625336,0.09290049225091934,0.09970673173666
0.06999999284744263,-0.03681083023548126,0.13466788828372955,0.12818916141986847
0.07999999076128006,-0.062401652336120605,0.1847945898771286,0.16895020008087158
0.08999998867511749,-0.08910772204399109,0.25049129128456116,0.22262582182884216
0.09999998658895493,-0.12996923923492432,0.2847278118133545,0.2942922115325928
0.10999998450279236,-0.17089080810546875,0.26534923911094666,0.37221789360046387
0.009999999776482582,1.1920928955078125e-07,0.0,0.0
0.019999999552965164,0.005178417544811964,0.01185087114572525,0.00034967472311109304
0.029999999329447746,-0.0008166097104549408,0.05502154678106308,0.013492252677679062
0.03999999910593033,-0.021024640649557114,0.09316443651914597,0.045850928872823715
0.04999999701976776,-0.05184272676706314,0.11202788352966309,0.07819024473428726
0.059999994933605194,-0.08542101085186005,0.12987715005874634,0.09872953593730927
0.06999999284744263,-0.09421432763338089,0.16185858845710754,0.09820211678743362
0.07999999076128006,-0.10124560445547104,0.1843137890100479,0.08983906358480453
0.08999998867511749,-0.10252297669649124,0.19650056958198547,0.07635892182588577
0.09999998658895493,-0.08008464425802231,0.1895417422056198,0.047248683869838715
0.10999998450279236,-0.05020173639059067,0.1793166846036911,0.015477740205824375
0.11999998241662979,-0.018342221155762672,0.14648565649986267,-0.015951072797179222
0.12999998033046722,0.0031471513211727142,0.09213337302207947,-0.03355541452765465
0.13999998569488525,0.03432084619998932,0.08533993363380432,-0.03533925116062164
0.14999999105930328,0.07359480857849121,0.047810688614845276,-0.050931572914123535
0.1599999964237213,0.10692121088504791,0.024682821705937386,-0.049026861786842346
0.17000000178813934,0.1126990094780922,-0.001796111580915749,-0.029383398592472076
0.18000000715255737,0.12505188584327698,0.017487693578004837,-0.014964616857469082
0.1900000125169754,0.1329018771648407,0.0157778337597847,-0.004563547670841217
0.20000001788139343,0.11308058351278305,0.013761628419160843,0.02840046025812626
0.21000002324581146,0.09025117009878159,-0.007523377425968647,0.06750253587961197
0.2200000286102295,0.03665199875831604,-0.052390292286872864,0.12758252024650574
0.23000003397464752,-0.025907769799232483,-0.13695722818374634,0.20402957499027252
0.24000003933906555,-0.06553858518600464,-0.09400299936532974,0.2550296187400818
0.2500000298023224,-0.10523748397827148,-0.1127399206161499,0.30536508560180664
0.2600000202655792,-0.13473466038703918,-0.056520335376262665,0.34678593277931213
0.27000001072883606,-0.16604012250900269,-0.03729614242911339,0.39148300886154175
0.009999999776482582,1.1920928955078125e-07,0.0,0.0
0.019999999552965164,0.019545692950487137,0.004704906605184078,-0.0052644191309809685
0.029999999329447746,0.046177804470062256,-0.022165164351463318,-0.016682686284184456
0.03999999910593033,0.10335487127304077,0.0016243585851043463,-0.036391083151102066
0.04999999701976776,0.1664709746837616,-0.009529227390885353,-0.05106446146965027
0.059999994933605194,0.21751445531845093,-0.004026664420962334,-0.05025560036301613
0.06999999284744263,0.24927347898483276,-0.0038983486592769623,-0.03439110144972801
0.07999999076128006,0.26782405376434326,0.00604688934981823,-0.01489197090268135
0.08999998867511749,0.30393287539482117,0.03600236400961876,-0.0077577559277415276
0.09999998658895493,0.34337759017944336,0.04026832431554794,-0.0036808301229029894
0.10999998450279236,0.35526901483535767,0.029340945184230804,0.019626211374998093
0.11999998241662979,0.34290772676467896,0.06920240074396133,0.06065468490123749
